Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Sonal Khade Ahuja,"MD - Dermatology, MBBS","Dermatologist, Aesthetic Dermatologist, Cosmetologist",13 Years Experience Overall  (9 years as specialist),"Shop Number. 73, Prabhat Centre, Sector 1A, Landmark: Near Bikaner Sweets & Opposite CBD Belapur Bus Depot, Navi Mumbai",Navi Mumbai,1000,,
Dr. Kiran Godse,"MBBS, MD - Dermatology, Diploma in Dermatology, PhD - Dermatology & Venereology",Dermatologist,34 Years Experience Overall,"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1000,,
Dr. Manpreet Juneja,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Cosmetologist, Plastic Reconstruction Surgeon, General Surgeon",21 Years Experience Overall  (14 years as specialist),"DY Patil Healthcare D-wing, Sector-5,Nerul, Navi Mumbai , Navi Mumbai",Navi Mumbai,1300,,
Dr. Vinod Vij,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",36 Years Experience Overall  (26 years as specialist),"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1500,,
Dr. Manjyot Gautam,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,26 Years Experience Overall  (20 years as specialist),"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1000,,
Dr. Gautam Dethe,"MBBS, DVD, DNB - Dermatology, Venereology & Leprosy",Dermatologist,22 Years Experience Overall  (19 years as specialist),"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1000,,
Dr. Sharmila Patil,"MBBS, DDVL, MD - Skin & VD","Dermatologist, Cosmetologist, Trichologist",33 Years Experience Overall  (29 years as specialist),"DY Patil Healthcare D-wing, Sector-5,Nerul, Navi Mumbai , Navi Mumbai",Navi Mumbai,900,,
Dr. Shweta Agarwal,"MBBS, MD - Dermatology",Dermatologist,17 Years Experience Overall  (16 years as specialist),"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1000,,
Dr. Purnima Jankar,"MBBS, Diploma in Dermatology","Dermatologist, Dermatosurgeon, Pediatric Dermatologist",23 Years Experience Overall  (14 years as specialist),"1st Floor, Ganesh CHS, Sector 1 Vashi Navi Mumbai, Landmark: Next to Yes Bank, Navi Mumbai",Navi Mumbai,500,,
Dr. Charudatta Chaudhari,"MBBS, MS - General Surgery, DNB - Plastic Surgery",Plastic Surgeon,32 Years Experience Overall  (24 years as specialist),"Plot Number 13, Parsik Hill Road, Off Uran Road, Sector 23, CBD Belapur, Landmark: Opposite Nerul Wonders Park, Navi Mumbai",Navi Mumbai,1500,,
Dr. Shweta Bhanushali,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Venereologist",7 Years Experience Overall  (2 years as specialist),"Skin City Terna, Terna Engineering College Campus, Sector 22, Phase II , Opposite Nerul Railway Station, Nerul (West), Navi Mumbai 400706, Navi Mumbai",Navi Mumbai,500,,
Dr. Rasesh Patel,"MBBS, MD - Dermatology",Dermatologist,15 Years Experience Overall  (8 years as specialist),"1- 2, 1st Floor, Nilanjan Complex, Maharshi Arvind Ashram Marg, Landmark: Opposite Radhekrishna Mandir, Navsari",Navsari,200,,
Dr. Nilesh Patel,"MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",14 Years Experience Overall  (11 years as specialist),"35,36 - 2nd Floor, Veerbhadra Complex, Station Road, Navsari - East, Navsari",Navsari,200,,
Dr. Surya. K,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,10 Years Experience Overall  (7 years as specialist),"16/111/1133, Muttukur Road, Pinakini Nagar, Pinakini Avenue, Ramji Nagar, Landmark: Near Childrens Park, Nellore",Nellore,400,,
Dr. Pavuluri Sreenivasa Rao,"MS - General Surgery, MCh - Plastic Surgery, MBBS","Plastic Surgeon, Hair Transplant Surgeon, Diabetic Foot Surgeon",22 Years Experience Overall  (15 years as specialist),"Chintareddypalem, Nellore",Nellore,150,,
Dr. Kishore,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,9 Years Experience Overall  (5 years as specialist),"250, Vedayapalem, Landmark: Opposite Sai Baba Temple, Nellore",Nellore,150,,
Dr. G.Revanth,"MBBS, DDVL","Dermatologist, Hair Transplant Surgeon",18 Years Experience Overall  (11 years as specialist),"beside dist court opposite dwakra bazar, Nizamabad",Nizamabad,400,,
Dr. Kavati Raghumohan,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Cosmetologist, Pediatric Dermatologist",9 Years Experience Overall  (3 years as specialist),"New Bustand, Saraswati Nagar, Nizamabad",Nizamabad,300,,
Dr. Madhukar.N,"MBBS, DDVL","Dermatosurgeon, Dermatologist, Aesthetic Dermatologist",8 Years Experience Overall  (5 years as specialist),"Shop Number-21, Municipal Complex, Khaleelwadi, Landmark: Near Rajiv Gandhi Auditorium, Nizamabad",Nizamabad,300,,
Dr. K.Raghavendra,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,14 Years Experience Overall  (11 years as specialist),"Modern Public School Lane, Nizamabad",Nizamabad,300,,
Dr. P.Anusha,"MD - Dermatology , Venereology & Leprosy",Dermatologist,5 Years Experience Overall  (2 years as specialist),"godown road, Nizamabad",Nizamabad,500,,
Dr. Punit Pratap,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Pediatric Dermatologist, Trichologist",18 Years Experience Overall  (12 years as specialist),"B-1/27, Gate Number 7, Landmark: ICICI Bankk SEC 50, Noida",Noida,1000,,
Dr. Inderjit Singh Parmar,"MBBS, Diploma in Venereology",Dermatologist,69 Years Experience Overall,"Flat 1363, Mahaveer Apartment, Landmark: Near Lord Mahaveer School, Noida",Noida,1000,,
Dr. Satish Titoria,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon, Pediatric Dermatologist",20 Years Experience Overall  (15 years as specialist),"Shop Number -108 , Mahagun Mazzaria Market,, Landmark: Mahagun Mazzaria, Noida",Noida,1000,,
Dr. Shivangi,"MBBS, Fellowship in Aesthetic Medicine (FAM), MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist",13 Years Experience Overall  (5 years as specialist),"First Floor 12A -14,  The Aranya Market, Noida",Noida,1000,,
Dr. Chanchal Choudhary,"DDVL, MBBS","Dermatologist, Cosmetologist",20 Years Experience Overall  (15 years as specialist),"H Number,  5 Block A , Goutham Buddha Nagar, Landmark: near noida city center metro station, Noida",Noida,700,,
Dr. Abhinav Singh,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Cosmetologist, Venereologist, Pediatric Dermatologist, Trichologist",13 Years Experience Overall  (7 years as specialist),"G-8, Sector 39, Landmark: Near Khaitan Public School., Noida",Noida,800,,
Dr. Soni Nanda,"MD - Dermatology and Venerology, MBBS","Dermatologist, Trichologist",23 Years Experience Overall  (22 years as specialist),"E- 326 A, Gautam Budha Nagar, Landmark: Max Hospital, Noida",Noida,1000,,
Dr. Deepti Rana,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist",18 Years Experience Overall  (13 years as specialist),"G-37, 2nd floor, Landmark: Near Barista Cafe, Noida",Noida,1000,,
Dr. Nidhi Paliwal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Pediatric Dermatologist, Venereologist",10 Years Experience Overall  (5 years as specialist),"B-128 sector 41 noida, Landmark: Next to hdfc bank, Noida",Noida,800,,
Dr. Vineet Relhan,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,22 Years Experience Overall,"E- 326 A, Gautam Budha Nagar, Landmark: Max Hospital, Noida",Noida,1000,,
Dr. Gunjan Virmani,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Dermatosurgeon, Venereologist",12 Years Experience Overall  (3 years as specialist),"E- 326 A, Gautam Budha Nagar, Landmark: Max Hospital, Noida",Noida,700,,
Dr. Radha Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist",13 Years Experience Overall  (7 years as specialist),"Second Floor, P-15, Landmark: Behind McDonalds, Noida",Noida,1000,,
Dr. Saumya Swati,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Venereologist, Pediatric Dermatologist",7 Years Experience Overall  (2 years as specialist),"D-82 A, Basement, Landmark: Opposite Ambedkar Hospital, Police Chowki, Near by Jaipuria Plaza, Noida",Noida,800,,
Dr. Shobit Caroli,"MBBS, DDVL","Dermatologist, Hair Transplant Surgeon, Trichologist",20 Years Experience Overall  (15 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,1200,,
Dr. Aastha Gupta,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,11 Years Experience Overall  (7 years as specialist),"shop no 12, aashirwad complex sector 104, noida, Landmark: Near Starling Mall, Noida",Noida,800,,
Dr. Ipshita Johri,"MBBS, DVD","Dermatologist, Cosmetologist",12 Years Experience Overall  (7 years as specialist),"B -1 , GB Nagar, Noida",Noida,1000,,
Dr. Sanchi Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,8 Years Experience Overall  (1 year as specialist),"B -1 , GB Nagar, Noida",Noida,1000,,
Dr. Anju Mangla,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,29 Years Experience Overall  (23 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,800,,
Dr. Anuja Agarwal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",26 Years Experience Overall  (19 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,900,,
Dr. Ruchika Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,7 Years Experience Overall  (2 years as specialist),"B -1 , GB Nagar, Noida",Noida,1000,,
Dr. Pooja Moliya,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,7 Years Experience Overall  (2 years as specialist),"D-82 A, Basement, Landmark: Opposite Ambedkar Hospital, Police Chowki, Near by Jaipuria Plaza, Noida",Noida,800,,
Dr. Atul Grover,"MBBS, DVD","Dermatologist, Cosmetologist",31 Years Experience Overall  (28 years as specialist),"425, Sector 29, Noida, Landmark: Opposite Army Public School, Noida",Noida,600,,
Dr. Oshin Agrawal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Dermatosurgeon",9 Years Experience Overall  (4 years as specialist),"C-16 Block C Tulsi Marg, Landmark: Near DM Chowk, Noida",Noida,600,,
Dr. Monika Rajpal,"MBBS, MD - Dermatology, DNB - Dermatology & Venereology",Dermatologist,25 Years Experience Overall  (19 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,1200,,
Dr. Pankaj Mehta,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Hair Transplant Surgeon, Burn Surgeon",20 Years Experience Overall  (9 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,1000,,
Dr. Kapil Arora,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",13 Years Experience Overall  (11 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,800,,
Dr. Rajesh Kumar Watts,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,20 Years Experience Overall  (18 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,900,,
Dr. Sandeep Mehta,"MBBS, MS - General Surgery, MCh - Plastic Surgery","General Surgeon, Plastic Surgeon",32 Years Experience Overall  (31 years as specialist),"E-2, Gautam Buddh Nagar, Landmark: Near Mother Dairy, Noida",Noida,1000,,
Dr. Sanjeev Paria,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,11 Years Experience Overall  (10 years as specialist),"First Floor, G-39, Pocket L, Gautam Buddha Nagar, Noida",Noida,1000,,
Dr. Sudip Das,"MBBS, MD - Dermatology and Venerology",Dermatologist,32 Years Experience Overall  (20 years as specialist),"No 290 Basu Nagar Gate Number 3 Madhyamgram, No 11, North 24 Parganas",North 24 Parganas,700,,
Dr. Chandrashekhar C. R,"MBBS, DNB - Dermatology & Venereology",Dermatologist,44 Years Experience Overall  (40 years as specialist),"Dr E Borges Road, Dona Paula, Panjim, Goa., Landmark: Dr E Borges Road, North Goa",North Goa,400,,
Dr. Peter Savio Da'Cruz,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Plastic Reconstruction Surgeon",15 Years Experience Overall  (4 years as specialist),"Dr E Borges Road, Dona Paula, Panjim, Goa., Landmark: Dr E Borges Road, North Goa",North Goa,700,,
Dr. Manish Patel,"MS - General Surgery, MBBS, MCh - Plastic Surgery",Plastic Surgeon,34 Years Experience Overall  (23 years as specialist),"Dr E Borges Road, Dona Paula, Panjim, Goa., Landmark: Dr E Borges Road, North Goa",North Goa,700,,
Dr. Richa Chopra,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,13 Years Experience Overall  (6 years as specialist),"Plot No.217-218, PDA Colony, Landmark: Panjim-Mapusa Highway, North Goa",North Goa,500,,
Dr. Leena. K,"MBBS, DNB - Dermatology & Venereology","General Physician, Dermatologist, General Practitioner",37 Years Experience Overall  (25 years as specialist),"First Floor, Sushi Complex,6th Mile, Edathara Post, Landmark: Near Mahima Auditorium, Palakkad",Palakkad,250,,
Dr. Raman Balakrishna Venkatta,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, General Physician",13 Years Experience Overall  (3 years as specialist),Palakkad,Palakkad,200,,
Dr. Aditya Walinjkar,"MBBS, DDVL","Dermatologist, Cosmetologist, Trichologist",17 Years Experience Overall  (10 years as specialist),"Nala Sopara West, ST Bus Depot Road, Landmark: Opposite Krishna Hospital, Palghar",Palghar,300,,
Dr. Surbhi Mahajan,"MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Pediatric Dermatologist",15 Years Experience Overall  (12 years as specialist),"SCF 67, First floor, Sector 6 Market, Landmark: Next to HDFC Bank, Panchkula",Panchkula,500,,
Dr. Harpreet Bakshi,"MS - General Surgery, MBBS, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",19 Years Experience Overall  (15 years as specialist),"#25, Panchkula",Panchkula,300,,
Dr. Purva Pande,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist, Dermatosurgeon, Trichologist",8 Years Experience Overall  (2 years as specialist),"1187, Sector 11, Landmark: Near Main Bus Stand, Panchkula",Panchkula,500,,
Dr. Ajay Goyal,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Hair Transplant Surgeon, Trichologist",9 Years Experience Overall  (7 years as specialist),"DSS 256, Main Market, Landmark: Above Subway, Near Raunak Sweets, Panchkula",Panchkula,500,,
Dr. Radhika Khurana,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,11 Years Experience Overall  (3 years as specialist),"Plot Number 342/SP, Opposite Tau Devi Lal Stadium, Panchkula",Panchkula,500,,
Dr. Rita Dutt,"MBBS, MD - Dermatology","Dermatologist, Trichologist, Cosmetologist",29 Years Experience Overall  (26 years as specialist),"IRCC Hospital, Sector 17, Panchkula,    Dhawan Hospital Sector 7, Panchkula, Landmark: Near Gauri Shankar Temple, Panchkula",Panchkula,500,,
Dr. Amanjot Arora Khokhar,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,10 Years Experience Overall  (6 years as specialist),"Site Number 3, Sector 17, Landmark: Next To Gauri Shankar Mandir, Panchkula",Panchkula,500,,
Dr. Neha Bhalla,MD - Dermatology,Dermatologist,12 Years Experience Overall  (9 years as specialist),"SCO No.4, 1st Floor, Peer muchalla, Adjoining Sector-20, Panchkula , Landmark: Peer Muchalla Main Barrier (Adjoining Sector-20, Panchkula), Panchkula",Panchkula,400,,
Dr. Megha Garg,"MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",9 Years Experience Overall  (5 years as specialist),"Clinic Site Number 6, Sector-15, Panchkula, Landmark: Behind Market, Near Raghunath Mandir, Adjacent Community Centre, Panchkula",Panchkula,400,,
Dr. Sumit Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Aesthetic Dermatologist",18 Years Experience Overall  (16 years as specialist),"G.T Road, Landmark: Near Gohana Chowk, Panipat",Panipat,400,,
Dr. Sanjay Soni,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,28 Years Experience Overall,"#351-L , Model Town, Landmark: Opposite Shivaji Stadium, Panipat",Panipat,500,,
Dr. Sahil Singla,"MBBS, DNB - General Surgery, DNB - Plastic Surgery","Plastic Surgeon, Diabetic Foot Surgeon, Burn Surgeon",15 Years Experience Overall  (8 years as specialist),"638, Model Town Road, Landmark: Jatal Road, Panipat",Panipat,400,,
Dr. Sandeep Gera,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Dermatosurgeon, Hair Transplant Surgeon",12 Years Experience Overall  (4 years as specialist),"347/7, Sanoli Road, Panipat",Panipat,300,,
Dr. Mona Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,24 Years Experience Overall  (15 years as specialist),"Khanna Road,Kisanpura-Panipat., Landmark: Near Gohana Mod, Panipat",Panipat,300,,
Dr. Jai Kumar Pillai,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Trichologist, Dermatosurgeon",9 Years Experience Overall  (2 years as specialist),"Idinjillam, Perunthuruthi, Landmark: Near Hotel Arcadia, Pathanamthitta",Pathanamthitta,300,,
Dr. Vikas Kakkar,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Plastic Reconstruction Surgeon, Burn Surgeon, General Surgeon",24 Years Experience Overall  (18 years as specialist),"Bridge no 4, Sujanpur, Landmark: near shani dev mandir, Pathankot",Pathankot,500,,
Dr. Manisha,"MD - Dermatology , Venereology & Leprosy, MBBS","Aesthetic Dermatologist, Dermatologist",11 Years Experience Overall  (1 year as specialist),"385, Street Number 3, Bharat Nagar, Pathankot",Pathankot,300,,
Dr. G P Singh,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,44 Years Experience Overall  (40 years as specialist),"Badungar Road,Sardar Patel Enclave, Landmark: Opposite Khalsa College Colony, Patiala",Patiala,400,,
Dr. Meghna Sharma,"MBBS, MD - Dermatology","General Physician, Dermatologist",19 Years Experience Overall  (13 years as specialist),"C-17, Caliber Market, Patiala",Patiala,150,,
Dr. Dinkar Sood,"MCh - Plastic Surgery, MS - General Surgery, MBBS",Plastic Surgeon,16 Years Experience Overall  (3 years as specialist),"39-43 Shopping Complex, Tripuri Town, Landmark: Near Kohli Sweets, Patiala",Patiala,600,,
Dr. Shabbir Ahmad Warsi,"MCh - Plastic Surgery, MBBS","Plastic Surgeon, Hair Transplant Surgeon, Burn Surgeon, Diabetic Foot Surgeon, Cosmetologist",27 Years Experience Overall  (14 years as specialist),"G-1, Vijaya Laxmi Enclave Kavi Raman Path, Boring Rd, Nageshwar Colony, Patna, Bihar, Patna",Patna,700,,
Dr. Shobhana Jha,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Dermatosurgeon, Cosmetologist",14 Years Experience Overall  (5 years as specialist),"G-62, P C Colony, Rajni Path, Landmark: Opposite Savera Cancer Hospital, Patna",Patna,700,,
Dr. Sri Rupa,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",6 Years Experience Overall  (3 years as specialist),"209, 2nd Floor, J29W, Sunrise Sai Ozone Plaza,  Bailey Road, RPS More, Bailey Road, Landmark: Near Sunrise Sai Ozone Plaza, Patna",Patna,500,,
Dr. Onkar Dev,"MCh - Plastic Surgery, MBBS","Plastic Surgeon, Burn Surgeon, Hair Transplant Surgeon, Cosmetologist",23 Years Experience Overall  (14 years as specialist),"V/573, Jogipur, Lohiya Nagar, KB Bagh, Landmark: Near Kendriya Vidyalaya, Patna",Patna,600,,
Dr. Pranav Kumar,"MBBS, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",16 Years Experience Overall  (6 years as specialist),"5, Vivekanand Marg, North S K Puri, Landmark: Opposite A.N.College, Patna",Patna,700,,
Dr. Govind Kumar,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,7 Years Experience Overall  (1 year as specialist),"Plot  Number- 8 , Sahdeo Mahto Marg, S.K Puri, Landmark: Beside Fab India Showroom, Opposite Patna Nagar Nigam, Near SK Puri Children Park, Patna",Patna,600,,
Dr. Sunanda Verma,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,5 Years Experience Overall  (1 year as specialist),"Plot  Number- 8 , Sahdeo Mahto Marg, S.K Puri, Landmark: Beside Fab India Showroom, Opposite Patna Nagar Nigam, Near SK Puri Children Park, Patna",Patna,600,,
Dr. Jyotirmay Bharti,"MBBS, DDV",Dermatologist,17 Years Experience Overall  (13 years as specialist),"Block No. 3, Stall No. 36, Gol Market, Rajendra Nagar., Patna",Patna,800,,
Dr. Pankaj Tiwary,"MD - Skin & VD, MBBS","Dermatologist, Pediatric Dermatologist, Cosmetologist",15 Years Experience Overall  (11 years as specialist),"Kumar Complex, Makhaniya Kuan Road, Landmark: Opposite PMCH, Patna",Patna,400,,
Dr. Richa Thakur,"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Aesthetic Medicine (FAM)","Dermatologist, Trichologist, Cosmetologist",16 Years Experience Overall  (10 years as specialist),"Bailey Road, Landmark: Near Punjab National Bank & Opposite Pillar Number 38, Patna",Patna,400,,
Dr. S S Eqbal Husain,"MBBS, MD - Dermatology","Dermatologist, General Physician",53 Years Experience Overall  (44 years as specialist),"#M-3, Jagdish Lok., Patna",Patna,1500,,
Dr. Punkesh,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,12 Years Experience Overall  (7 years as specialist),"Arya Kumar Road,  Dinkar Golambar, Landmark: In front of Popular Residency, Patna",Patna,500,,
Dr. Priya Gupta,"BDS, MDS - Oral & Maxillofacial Surgery","Oral And MaxilloFacial Surgeon, Hair Transplant Surgeon, Cosmetic/Aesthetic Dentist",15 Years Experience Overall  (10 years as specialist),"5/7A, Ashiana Digha Road, Landmark: Behind Pollution Janch Kendra, Patna",Patna,500,,
Dr. Pushpendra Kumar Singh,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",14 Years Experience Overall  (7 years as specialist),"Raj Plaza, Balmichak, Landmark: Below Raymond Showroom & Infront of HDFC Bank, Patna",Patna,300,,
Dr. Mathura Prasad,"MBBS, DVD, MD - Dermatology , Venereology & Leprosy",Dermatologist,47 Years Experience Overall,"Ashok Raj Path,Opposite  PMCH,, Patna",Patna,400,,
Dr. Sumit Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Aesthetic Dermatologist",18 Years Experience Overall  (16 years as specialist),"Plot Number-1072&1073, Pillar Number 26, Shital Chaya, First Floor, Ashokpuri Main Road 27, Bailey Road, Landmark: Opposite Khajpura BSNL Exchange, Near Khajpura Shiv Mandir, Patna",Patna,400,,
Dr. Kunal Sinha,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist",11 Years Experience Overall  (9 years as specialist),"G-100, P C Colony, Landmark: Opposite Sri Raam Hospital, Patna",Patna,500,,
Dr. S. K. Satyapal,"MBBS, MCh - Plastic Surgery",Plastic Surgeon,18 Years Experience Overall  (9 years as specialist),"Patna Rest House, Makhaniya Kuan Road. Landmark: Near Kartar Coaching Center., Patna",Patna,200,,
Dr. K. M Mishra,"MCh - Plastic Surgery, MBBS, MS - General Surgery",Hair Transplant Surgeon,26 Years Experience Overall  (13 years as specialist),"Haridaspur,aiims Flyover Pillar 46,between Kali Mandir and Jagjeevan Stadium ,near Danapur Station,Danapur, Patna",Patna,500,,
Dr. Satish Kr Sinha,"DVD, M.D. (Psychiatry)","Psychiatrist, Dermatologist, Geriatric Psychiatrist, Venereologist",33 Years Experience Overall  (30 years as specialist),"Aushadhi plus, Ashiana Digha Road, opposite Akash Ganga apartment , Landmark: Near Pass Port Office, Patna",Patna,500,,
Dr. Amit Kumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, General Physician",15 Years Experience Overall  (13 years as specialist),"Khazpur, Landmark: Opposite Pillar Number 17 & Near Big Bazar, Patna",Patna,300,,
Dr. Vivek,"MCh - Plastic Surgery, MBBS","Plastic Surgeon, Hair Transplant Surgeon, Plastic Reconstruction Surgeon, Cosmetologist",27 Years Experience Overall  (16 years as specialist),"A - 213, P. C. Colony, Landmark: Beside Lal Patho Lab, Opposite of Jay Prabha Medanta Hospital, Patna",Patna,500,,
Dr. Sudhanshu Kumar,"MBBS, MD - Dermatology","Dermatologist, Trichologist, Aesthetic Dermatologist, Dermatosurgeon, Hair Transplant Surgeon, Cosmetologist",22 Years Experience Overall  (10 years as specialist),"Shantivan phase 1, Yamaha Motor Patna Building opposite Apollo trauma Center, Landmark: East Of Domino's Pizza, Patna",Patna,400,,
Dr. Dhiraj Kumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Dermatologist",14 Years Experience Overall  (6 years as specialist),"Plot Number-1072&1073, Pillar Number 26, Shital Chaya, First Floor, Ashokpuri Main Road 27, Bailey Road, Landmark: Opposite Khajpura BSNL Exchange, Near Khajpura Shiv Mandir, Patna",Patna,400,,
Dr. Madhurendra Kumar Sinha,"MBBS, DDVL",Dermatologist,37 Years Experience Overall  (34 years as specialist),"Punai Chak, Landmark: Opposite Punai Chak Post Office(Old)., Patna",Patna,300,,
Dr. Priyadarshi Ranjan,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",20 Years Experience Overall  (15 years as specialist),"B/28, Sachiwalaya Colony; Landmark: Near Kendriya Vidhyalaya., Patna",Patna,500,,
Dr. Pallavi Kashyap,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,10 Years Experience Overall  (5 years as specialist),"ABC Tower , Shop No 3 and 5, Ground Floor, Landmark: Opposite Harihar Chamber, Patna",Patna,500,,
Dr. Samina Subuhi,"MBBS, MD - Dermatology , Venereology & Leprosy","Aesthetic Dermatologist, Cosmetologist, Hair Transplant Surgeon, Dermatologist",13 Years Experience Overall  (9 years as specialist),"Plot  Number- 8 , Sahdeo Mahto Marg, S.K Puri, Landmark: Beside Fab India Showroom, Opposite Patna Nagar Nigam, Near SK Puri Children Park, Patna",Patna,600,,
Dr. Abhishek Ranjan,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Dermatosurgeon, Cosmetologist",4 Years Experience Overall  (1 year as specialist),"Kanti Factory Road, Mahatma Gandhi Nagar, Psot Lohia Nagar, Patna",Patna,300,,
